id,name,image_path,price
58726,Puma Men Grey T-shirt,images\58726.jpg,137.77
44379,ADIDAS Men Intense Touch  Perfume,images\44379.jpg,171.33
11947,Ganuchi Men Casual Olive Sandals,images\11947.jpg,179.73
36759,Maxima Men White Dial Watch,images\36759.jpg,38.67
51499,Denizen Women Blue Jeans,images\51499.jpg,136.43
29583,Puma Women Grace Silver Sandals,images\29583.jpg,95.07
55805,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,images\55805.jpg,125.22
7709,Jealous 21 Women's Aaren Black Jegging,images\7709.jpg,115.17
28451,Urban Yoga Women Black Track Pants,images\28451.jpg,65.05
43960,Indigo Nation Men Grey Striped Shirt,images\43960.jpg,104.57
8741,Indigo Nation Men Checks Shirt Navy Blue Shirts,images\8741.jpg,74.3
55039,Lakme Absolute Matte Merlot Lipstick 45,images\55039.jpg,149.85
19316,Nike Unisex Hayward 25M Grey Backpack,images\19316.jpg,137.05
27419,Jockey Women Black Lounge Pants,images\27419.jpg,77.99
34832,ADIDAS Men Sukoi White Sports Shoes,images\34832.jpg,182.65
23885,Fila Men Grey Hex Sports Shoes,images\23885.jpg,179.58
19918,Wildcraft Unisex Black Backpack,images\19918.jpg,18.33
22359,John Players Men Check Blue Shirt,images\22359.jpg,51.88
19124,Lotto Women XL Kelly Pink Slippers,images\19124.jpg,50.8
16950,Image Men Sunglasses,images\16950.jpg,73.27
49654,Mineral Women Grey Skirt,images\49654.jpg,161.35
48786,Lucera Women Silver Pendant,images\48786.jpg,161.07
2049,ADIDAS Men's Slim Fit White T-shirt,images\2049.jpg,25.69
