id,name,image_path,price,added_date,business_id,description,gender,masterCategory,subCategory,articleType,baseColour,season,usage
42841,French Connection Women Beige Handbag,images\42841.jpg,106.2,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Beige,Summer,Casual
22198,Timberland Men Black Casual Shoes,images\22198.jpg,160.62,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
29570,Vans Men Classic Slip-On Purple & Black Shoes,images\29570.jpg,175.44,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,Casual
43993,Police Women Passion Perfume,images\43993.jpg,54.28,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual
6628,ADIDAS Men's Lowell White Silver Shoe,images\6628.jpg,99.72,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
54924,Do U Speak Green Men Blue Shorts,images\54924.jpg,182.28,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Casual
26538,ID Men Red Shoes,images\26538.jpg,36.54,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Casual
35913,Peperone Women Black & White Handbag,images\35913.jpg,63.53,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Black,Summer,Casual
49495,Vans Men Khaki Shoes,images\49495.jpg,79.39,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,Casual
9660,Indigo Nation Men Reversible Bling Pink Shirts,images\9660.jpg,164.88,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Pink,Fall,Casual
2288,Nike Women Black T-shirt,images\2288.jpg,13.17,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tshirts,Black,Fall,Sports
23876,ADIDAS Men Blue Sweatshirt,images\23876.jpg,150.86,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual
18237,Manchester United Men Solid Red Tshirt,images\18237.jpg,175.3,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual
54118,Rocia Women Black Flats,images\54118.jpg,146.61,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Black,Winter,Casual
2872,Catwalk Women Leather Flats,images\2872.jpg,17.7,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Brown,Winter,Casual
49653,Mineral Women Green Top,images\49653.jpg,153.54,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Green,Summer,Casual
8574,Crocs Dora Boots Pink Sandals,images\8574.jpg,35.94,1970-01-01 00:00:00,,,Women,Footwear,Sandal,Sandals,Pink,Fall,Casual
16957,Image Men Sunglasses,images\16957.jpg,63.25,1970-01-01 00:00:00,,,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual
19123,Lotto Men XL Water Man Silver Slippers,images\19123.jpg,180.83,1970-01-01 00:00:00,,,Men,Footwear,Flip Flops,Flip Flops,Silver,Fall,Casual
13419,United Colors of Benetton Men Solid Pink Polo T-shirts,images\13419.jpg,148.53,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual
17885,Levis Men Comfort Style Grey Innerwear Vest,images\17885.jpg,80.6,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual
43369,Reebok Men Black Possession Flip Flops,images\43369.jpg,199.56,1970-01-01 00:00:00,,,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
48781,Lucera Women Silver Pendant,images\48781.jpg,46.55,1970-01-01 00:00:00,,,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual
44970,Maxima Men White Dial Analog Chronograph Watch,images\44970.jpg,102.06,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,White,Winter,Casual
56489,Streetwear Ash Nail Polish # 31,images\56489.jpg,74.92,1970-01-01 00:00:00,,,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,
39524,Peter England Unisex Orange Sleeve Bag,images\39524.jpg,144.11,1970-01-01 00:00:00,,,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,Casual
33822,Puma Men Axis White & Grey Sports Shoes,images\33822.jpg,121.17,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
58513,Tonga Women Maroon Top,images\58513.jpg,174.69,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Off White,Summer,Casual
25947,Femella Women Brown Scarf,images\25947.jpg,198.51,1970-01-01 00:00:00,,,Women,Accessories,Scarves,Scarves,Brown,Summer,Casual
52029,Just Natural Unisex Charcoal Rain Jacket,images\52029.jpg,31.58,1970-01-01 00:00:00,,,Unisex,Apparel,Topwear,Rain Jacket,Coffee Brown,Summer,
5865,ADIDAS Men's Twelve Faster T-shirt,images\5865.jpg,82.62,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
39716,Arrow Woman Women Blue Dress,images\39716.jpg,199.24,1970-01-01 00:00:00,,,Women,Apparel,Dress,Dresses,Blue,Summer,Casual
25349,Levis Men Red Brief,images\25349.jpg,53.9,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Briefs,Red,Summer,Casual
11940,Ganuchi Men Casual Black Sandals,images\11940.jpg,117.77,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
55802,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,images\55802.jpg,63.5,1970-01-01 00:00:00,,,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,Casual
29584,Indigo Nation Men Printed Black T-shirt,images\29584.jpg,197.55,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
43967,DKNY Women Red Delicious Perfume,images\43967.jpg,70.5,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,Casual
28456,Urban Yoga Women Blue Skirt With Leggings,images\28456.jpg,82.76,1970-01-01 00:00:00,,,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Sports
34009,Gini and Jony Girls Black Top,images\34009.jpg,145.92,1970-01-01 00:00:00,,,Girls,Apparel,Topwear,Tops,Black,Summer,Casual
19311,Nike Men Air Rift MTR White Casual Shoe,images\19311.jpg,91.2,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
42089,ADIDAS Men White Corona Sports Shoes,images\42089.jpg,22.71,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
22950,Fastrack Unisex Black Dial Watch 9915PP13,images\22950.jpg,34.0,1970-01-01 00:00:00,,,Unisex,Accessories,Watches,Watches,Black,Winter,Casual
49461,Vans Men Blue Era Scilla Plaid Shoes,images\49461.jpg,162.24,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual
8746,Crocs Kids Navy Blue Clogs,images\8746.jpg,179.66,1970-01-01 00:00:00,,,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,Casual
9694,Classic Polo Men Vulcan White Polo Tshirts,images\9694.jpg,32.5,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
23882,Fila Men Destiny Grey Sports Shoes,images\23882.jpg,141.2,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports
34835,ADIDAS Men Blue Chill Sports Shoes,images\34835.jpg,103.01,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports
15984,Turtle Check Men Yellow Shirt,images\15984.jpg,184.82,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual
41268,Arrow Men Black Wallet,images\41268.jpg,55.16,1970-01-01 00:00:00,,,Men,Accessories,Wallets,Wallets,Black,Summer,Casual
11518,Catwalk Women Gun Metal Grey Heels,images\11518.jpg,48.47,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Grey,Winter,Casual
14856,United Colors of Benetton Women Solid Beige Wallets,images\14856.jpg,92.85,1970-01-01 00:00:00,,,Women,Accessories,Wallets,Wallets,Beige,Summer,Casual
33648,Lotto Men Ridge Brown Sandals,images\33648.jpg,124.34,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
59297,U.S. Polo Assn. Men White & Navy Blue Shirt,images\59297.jpg,36.07,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,White,Fall,Casual
28032,Jockey ELANCE Men Bikini White Brief 1005,images\28032.jpg,88.82,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Briefs,White,Summer,Casual
27846,Scullers For Her Charcoal Blazer,images\27846.jpg,87.17,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Blazers,Charcoal,Summer,Formal
26994,Jealous 21 Women Black Jeans,images\26994.jpg,105.03,1970-01-01 00:00:00,,,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual
49839,iPanema Women Red Flip Flops,images\49839.jpg,155.19,1970-01-01 00:00:00,,,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,Casual
31923,Fabindia Women Blue Silk Sling Bag,images\31923.jpg,35.09,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Blue,Summer,Casual
2618,Carlton London Women Silver Wedge Sandal,images\2618.jpg,121.22,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Flats,Silver,Spring,Casual
54588,Sushilas Women Printed Green Kurta,images\54588.jpg,15.91,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic
49005,Lucera Women Silver Ring,images\49005.jpg,67.59,1970-01-01 00:00:00,,,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual
8322,Doodle Boy's Route 66 Biker Blue Teen Kidswear,images\8322.jpg,182.5,1970-01-01 00:00:00,,,Boys,Apparel,Topwear,Tshirts,Blue,Fall,Casual
13841,ADIDAS Unisex Three Small Dials White Watches,images\13841.jpg,126.21,1970-01-01 00:00:00,,,Unisex,Accessories,Watches,Watches,White,Winter,Casual
28200,Ray-Ban Men Active Lifestyle Copper Sunglasses,images\28200.jpg,143.22,1970-01-01 00:00:00,,,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,Casual
12993,ADIDAS Kids Adispeed Black Sports Shoes,images\12993.jpg,122.78,1970-01-01 00:00:00,,,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
7158,Scullers Men  Green Check Shirt,images\7158.jpg,22.58,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Green,Fall,Casual
18495,Puma Men Fashion Cat White Slipper,images\18495.jpg,60.6,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,White,Fall,Casual
8110,Fastrack Men Economy 2 Analg Black Watch,images\8110.jpg,103.51,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Black,Winter,Casual
19547,United Colors of Benetton Men Solid Blue Sweatshirt,images\19547.jpg,184.56,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual
7964,Puma Men's Large Logo Graphic Black T-shirt,images\7964.jpg,112.05,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports
36934,Giorgio Armani Women Idole Perfume,images\36934.jpg,199.22,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,Casual
39140,Aneri Women Black & Maroon Salwar Suit,images\39140.jpg,156.45,1970-01-01 00:00:00,,,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,Ethnic
20851,Spice Art Women Ribbon Embroidery Red Clutch,images\20851.jpg,78.25,1970-01-01 00:00:00,,,Women,Accessories,Bags,Clutches,Red,Winter,Casual
41866,Estd. 1977 Men Beige & Green Sandals,images\41866.jpg,156.82,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Beige,Fall,Casual
58177,Rocky S Women Brown Handbag,images\58177.jpg,139.59,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Brown,Summer,Casual
44528,Coolers Men Black Sandals,images\44528.jpg,55.51,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
16392,Levis Men Check Red Shirts,images\16392.jpg,168.96,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
51455,Tonga Women Pink Printed Shrug,images\51455.jpg,91.82,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Shrug,Pink,Summer,Casual
50587,Chromozome Men Grey Briefs,images\50587.jpg,97.93,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual
17240,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,images\17240.jpg,52.79,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
47530,Portia Women Copper-Toned & Brown Sandals,images\47530.jpg,97.58,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Flats,Copper,Winter,Casual
6617,Spykar Men Black and white Check Shirt,images\6617.jpg,170.33,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Black,Summer,Casual
12732,Nike Unisex Swoosh Black Backpack,images\12732.jpg,105.45,1970-01-01 00:00:00,,,Unisex,Accessories,Bags,Backpacks,Black,Fall,Sports
3365,Myntra Men's Brain Black T-shirt,images\3365.jpg,138.38,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
42042,Nike Men Air Relentless 2 MSL White Sports Shoes,images\42042.jpg,77.45,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
23849,ADIDAS Men Black Anzo Breeze Casual Shoes,images\23849.jpg,67.27,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
43190,Fastrack Women White Dial Watch,images\43190.jpg,134.87,1970-01-01 00:00:00,,,Women,Accessories,Watches,Watches,White,Winter,Casual
48578,Revv Men Steel Bracelet,images\48578.jpg,32.32,1970-01-01 00:00:00,,,Men,Accessories,Jewellery,Bracelet,Steel,Summer,Casual
30462,Lovable Women All Day Long Black Bra,images\30462.jpg,130.06,1970-01-01 00:00:00,,,Women,Apparel,Innerwear,Bra,Black,Summer,Casual
18208,Manchester United Men Solid White Cap,images\18208.jpg,128.87,1970-01-01 00:00:00,,,Men,Accessories,Headwear,Caps,White,Fall,Casual
54127,Rocia Women Black Heels,images\54127.jpg,36.84,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Black,Winter,Casual
10065,Puma Men ducati logo tee Yellow Tshirts,images\10065.jpg,184.78,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual
24250,Numero Uno Men White Casual Shoes,images\24250.jpg,118.93,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
32335,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,images\32335.jpg,12.07,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Silver,Winter,Casual
25382,Levis Men White Innerwear Vest,images\25382.jpg,153.92,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual
56670,Maxima Men Black Dial Watch,images\56670.jpg,115.3,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Black,Winter,Casual
5092,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,images\5092.jpg,173.39,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
10859,Wrangler Men Furious Rides Navy Blue T-Shirts,images\10859.jpg,187.58,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
59638,FNF Green Wedding Collection Sari,images\59638.jpg,155.59,1970-01-01 00:00:00,,,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic
15517,Rockport Men LLandro Red Casual Shoes,images\15517.jpg,138.56,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Casual
4140,Skechers Women Green Shoe,images\4140.jpg,171.2,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Casual Shoes,Green,Winter,Casual
36795,Maxima Men Ssteele Silver Dial Watch,images\36795.jpg,72.48,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Silver,Winter,Casual
40527,Titan Men Gold Dial Watch,images\40527.jpg,30.3,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Gold,Winter,Casual
10257,John Miller Men Solid Type Black Trousers,images\10257.jpg,20.23,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal
24062,Locomotive Men Navy Blue Printed T-shirt,images\24062.jpg,37.33,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
45869,Maxima Men Brown Dial Watch,images\45869.jpg,187.73,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Brown,Winter,Casual
11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,images\11385.jpg,55.08,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Sweatshirts,Black,Fall,Casual
53130,Catwalk Women Brown Sandals,images\53130.jpg,116.45,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
44187,Nike Fragrances Women 5th Element Perfume 150 ml,images\44187.jpg,43.9,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual
