id,product_id,user_id,rating,comment,date
211,41268,user-fec858,4,Good value for the price.,2025-03-03
212,11518,user-c09fbd,4,"A bit smaller than I expected, but still good.",2025-02-20
213,11518,user-27dbd2,2,Good value for the price.,2025-02-22
214,11518,user-c41faa,4,"A bit smaller than I expected, but still good.",2025-09-14
215,14856,user-32305e,5,Perfect fit. I've received so many compliments!,2025-04-15
216,14856,user-d3c83d,2,Highly recommend! Will buy again.,2025-01-29
217,14856,user-3b92c0,2,Absolutely love this! The quality is amazing.,2025-07-13
218,33648,user-dac9e6,2,"Arrived with a small defect, but customer service was great.",2025-08-22
219,33648,user-b39ba6,5,Good value for the price.,2025-06-12
220,33648,user-2ef422,5,Highly recommend! Will buy again.,2025-03-24
221,59297,user-19e50d,1,It's fine. Does what it's supposed to do.,2025-08-11
222,59297,user-921cf0,5,"Arrived with a small defect, but customer service was great.",2025-08-05
223,59297,user-aeb211,5,The material feels a bit cheap.,2025-05-06
224,28032,user-4bef11,1,Color was slightly different from the picture.,2025-04-13
225,28032,user-bc9b7c,1,Color was slightly different from the picture.,2025-11-21
226,27846,user-a503ae,3,Perfect fit. I've received so many compliments!,2025-10-19
227,27846,user-750db1,1,Fast shipping and excellent packaging.,2025-12-03
228,26994,user-ddd860,1,"A bit smaller than I expected, but still good.",2025-05-14
229,49839,user-6a9e79,3,Stunning! Looks even better in person.,2025-09-16
230,49839,user-54ddb5,1,Perfect fit. I've received so many compliments!,2025-09-07
231,31923,user-192641,3,Perfect fit. I've received so many compliments!,2025-04-02
232,31923,user-96314d,1,Absolutely love this! The quality is amazing.,2025-11-28
233,31923,user-063065,3,Very comfortable and well-made.,2025-09-05
234,2618,user-22fb0d,3,Fast shipping and excellent packaging.,2025-01-23
235,2618,user-74af1f,4,The material feels a bit cheap.,2025-09-05
236,2618,user-5d19df,3,"Great product, exactly as described.",2025-02-09
237,54588,user-384e53,2,Absolutely love this! The quality is amazing.,2025-06-17
238,54588,user-d5a5bc,1,Highly recommend! Will buy again.,2025-06-25
239,49005,user-1ac2c6,3,Good value for the price.,2025-03-06
240,8322,user-7957f8,5,It's fine. Does what it's supposed to do.,2025-05-07
241,13841,user-300591,3,Good value for the price.,2025-07-16
242,13841,user-f8885e,5,Perfect fit. I've received so many compliments!,2025-03-03
243,28200,user-2115c3,4,An okay purchase. Nothing special.,2025-12-11
244,28200,user-57eb1d,2,Fast shipping and excellent packaging.,2025-03-26
245,28200,user-82cfe4,2,The material feels a bit cheap.,2025-06-15
246,12993,user-bc0e65,1,Very comfortable and well-made.,2025-02-24
247,7158,user-d9e370,3,Color was slightly different from the picture.,2025-06-28
248,7158,user-9c8cc7,4,Color was slightly different from the picture.,2025-08-06
249,18495,user-bd4888,1,Fast shipping and excellent packaging.,2025-04-18
250,18495,user-9dac7b,1,Absolutely love this! The quality is amazing.,2025-02-02
251,18495,user-f177b9,5,"Arrived with a small defect, but customer service was great.",2025-08-11
252,8110,user-0ca581,1,"Great product, exactly as described.",2025-07-20
253,8110,user-81e7d1,3,Perfect fit. I've received so many compliments!,2025-08-27
254,19547,user-12d991,2,Highly recommend! Will buy again.,2025-10-24
255,19547,user-b30c90,4,An okay purchase. Nothing special.,2025-10-04
256,7964,user-b2b64a,1,Color was slightly different from the picture.,2025-10-17
257,7964,user-71f70a,4,Very comfortable and well-made.,2025-01-31
258,7964,user-053926,4,Exceeded my expectations. Fantastic!,2026-01-07
259,36934,user-535237,4,Fast shipping and excellent packaging.,2025-02-10
260,39140,user-877fb0,3,"Arrived with a small defect, but customer service was great.",2025-12-31
261,39140,user-a5e771,1,It's fine. Does what it's supposed to do.,2025-03-18
262,39140,user-761e88,2,Color was slightly different from the picture.,2025-12-29
263,20851,user-921877,2,Fast shipping and excellent packaging.,2025-06-24
264,20851,user-ac5d73,3,Fast shipping and excellent packaging.,2025-02-26
265,41866,user-c3515b,1,An okay purchase. Nothing special.,2025-08-18
266,58177,user-310a50,1,An okay purchase. Nothing special.,2025-12-18
267,58177,user-8a3701,1,An okay purchase. Nothing special.,2025-11-23
268,58177,user-a30b91,3,It's fine. Does what it's supposed to do.,2025-05-24
269,44528,user-340081,2,"Great product, exactly as described.",2025-12-25
270,16392,user-26abdb,2,"Arrived with a small defect, but customer service was great.",2025-10-10
271,16392,user-8192f2,2,"A bit smaller than I expected, but still good.",2025-07-23
272,51455,user-a8cab3,2,"Great product, exactly as described.",2025-05-01
273,51455,user-c615a3,3,An okay purchase. Nothing special.,2025-03-25
274,50587,user-173eca,1,Good value for the price.,2025-10-13
275,17240,user-29069d,4,It's fine. Does what it's supposed to do.,2025-05-15
276,17240,user-b9bb0f,4,Stunning! Looks even better in person.,2025-07-21
277,47530,user-905dde,1,The material feels a bit cheap.,2025-10-23
278,47530,user-b462af,5,The material feels a bit cheap.,2025-11-17
279,47530,user-985dad,4,Absolutely love this! The quality is amazing.,2025-09-24
280,6617,user-0c878f,1,Color was slightly different from the picture.,2025-05-24
281,6617,user-2f5f8d,2,Very comfortable and well-made.,2025-09-06
282,6617,user-0c57ff,5,An okay purchase. Nothing special.,2025-12-07
283,12732,user-7e9ea0,3,It's fine. Does what it's supposed to do.,2025-07-05
284,3365,user-8a2379,4,"A bit smaller than I expected, but still good.",2025-06-06
285,3365,user-111b4f,5,Highly recommend! Will buy again.,2025-11-25
286,42042,user-ac0d6f,2,Fast shipping and excellent packaging.,2025-08-27
287,42042,user-c57038,4,Highly recommend! Will buy again.,2025-09-19
288,23849,user-ffd525,3,An okay purchase. Nothing special.,2025-10-03
289,23849,user-8772ba,2,Highly recommend! Will buy again.,2025-09-21
290,23849,user-a384b7,4,"A bit smaller than I expected, but still good.",2025-06-28
291,43190,user-0c8446,1,"Great product, exactly as described.",2025-06-27
292,43190,user-15df76,4,Highly recommend! Will buy again.,2025-07-25
293,48578,user-2a3f27,1,The material feels a bit cheap.,2025-11-05
294,48578,user-117cca,5,It's fine. Does what it's supposed to do.,2025-08-31
295,30462,user-48d4c7,1,Stunning! Looks even better in person.,2025-09-16
296,30462,user-17f1b3,2,Very comfortable and well-made.,2025-03-31
297,18208,user-6c0e1b,5,It's fine. Does what it's supposed to do.,2025-02-12
298,18208,user-47924c,3,Absolutely love this! The quality is amazing.,2025-07-27
299,54127,user-bb9596,1,"Great product, exactly as described.",2025-06-26
300,54127,user-40ad5a,1,Very comfortable and well-made.,2025-01-30
301,10065,user-1d0fa8,4,It's fine. Does what it's supposed to do.,2025-03-13
302,24250,user-d18b13,4,An okay purchase. Nothing special.,2025-09-08
303,24250,user-bf9a7e,4,The material feels a bit cheap.,2025-09-03
304,24250,user-1131f7,2,Good value for the price.,2026-01-14
305,32335,user-a1e282,1,Perfect fit. I've received so many compliments!,2025-04-24
306,32335,user-c1dbbb,2,Good value for the price.,2025-12-11
307,25382,user-6a6b74,4,Fast shipping and excellent packaging.,2025-05-03
308,25382,user-772371,2,Exceeded my expectations. Fantastic!,2026-01-14
309,25382,user-1c1dca,1,Exceeded my expectations. Fantastic!,2025-10-02
310,56670,user-350143,5,Stunning! Looks even better in person.,2025-07-23
311,56670,user-d6be4a,2,Good value for the price.,2025-08-31
312,5092,user-08ef57,2,"Great product, exactly as described.",2025-02-20
313,5092,user-411960,2,Exceeded my expectations. Fantastic!,2025-10-09
314,5092,user-d1e71b,5,The material feels a bit cheap.,2025-11-12
315,10859,user-f87000,4,Good value for the price.,2025-09-23
316,10859,user-4a94ae,4,Color was slightly different from the picture.,2025-04-28
317,59638,user-3fbf5e,5,Stunning! Looks even better in person.,2025-10-06
318,15517,user-266f04,1,Absolutely love this! The quality is amazing.,2025-08-14
319,15517,user-179f70,5,The material feels a bit cheap.,2025-11-19
320,15517,user-aeb517,1,"A bit smaller than I expected, but still good.",2025-11-17
321,4140,user-c21309,1,Perfect fit. I've received so many compliments!,2025-10-17
322,4140,user-acc32a,2,Perfect fit. I've received so many compliments!,2025-07-24
323,36795,user-f326eb,4,An okay purchase. Nothing special.,2025-08-03
324,36795,user-c88bd9,2,"Arrived with a small defect, but customer service was great.",2025-05-26
325,40527,user-3ffc11,3,The material feels a bit cheap.,2025-11-07
326,40527,user-efb986,2,"A bit smaller than I expected, but still good.",2025-02-26
327,10257,user-d37b3f,3,"Arrived with a small defect, but customer service was great.",2025-07-09
328,10257,user-404790,2,Stunning! Looks even better in person.,2025-11-14
329,24062,user-853f21,4,Stunning! Looks even better in person.,2025-05-21
330,24062,user-cc98b9,2,Good value for the price.,2025-06-25
331,24062,user-513118,2,An okay purchase. Nothing special.,2025-02-03
332,45869,user-c68b22,1,Perfect fit. I've received so many compliments!,2025-10-28
333,45869,user-570ff3,1,Absolutely love this! The quality is amazing.,2025-09-19
334,45869,user-fdfade,1,"Great product, exactly as described.",2025-05-07
335,11385,user-909c2b,2,"A bit smaller than I expected, but still good.",2025-10-27
336,11385,user-8ab197,5,The material feels a bit cheap.,2025-01-30
337,53130,user-d8e76f,4,Highly recommend! Will buy again.,2025-10-18
338,44187,user-04b485,5,"Great product, exactly as described.",2025-10-31
339,21510,user-f7a35c,4,Very comfortable and well-made.,2025-11-09
340,51667,user-a94220,1,Fast shipping and excellent packaging.,2025-01-27
341,22395,user-d55aaa,1,Perfect fit. I've received so many compliments!,2025-03-17
342,22395,user-d61e62,1,Absolutely love this! The quality is amazing.,2025-12-15
343,22395,user-bb93cb,2,The material feels a bit cheap.,2025-11-23
344,35322,user-4eb74b,4,"A bit smaller than I expected, but still good.",2025-05-29
345,35322,user-ee172a,1,Good value for the price.,2025-06-05
346,6425,user-6d21df,2,Absolutely love this! The quality is amazing.,2025-12-06
347,18806,user-3f4789,4,Perfect fit. I've received so many compliments!,2025-11-24
348,23247,user-c3102e,3,"Great product, exactly as described.",2025-04-15
349,23247,user-fddcaa,1,Exceeded my expectations. Fantastic!,2025-12-01
350,17072,user-ca0f76,2,The material feels a bit cheap.,2025-09-11
351,31782,user-d7d0c8,1,Very comfortable and well-made.,2025-11-15
352,31782,user-c2f88a,2,"A bit smaller than I expected, but still good.",2025-02-23
353,42270,user-286225,1,The material feels a bit cheap.,2025-07-20
354,42270,user-66a427,3,"Great product, exactly as described.",2026-01-19
355,42270,user-7cea15,4,Good value for the price.,2025-09-04
356,12500,user-68bf7e,4,It's fine. Does what it's supposed to do.,2025-05-23
357,12500,user-609c28,1,Highly recommend! Will buy again.,2025-07-03
358,12500,user-7b1ef9,3,Very comfortable and well-made.,2025-04-17
359,26735,user-07efe7,1,An okay purchase. Nothing special.,2025-07-08
360,26735,user-cad810,3,Stunning! Looks even better in person.,2025-10-25
361,26735,user-ef5712,2,Very comfortable and well-made.,2025-05-02
362,30650,user-5e4ce6,2,"A bit smaller than I expected, but still good.",2025-09-15
363,56026,user-25089f,1,"Arrived with a small defect, but customer service was great.",2025-11-05
364,56026,user-4bc046,1,"Arrived with a small defect, but customer service was great.",2025-02-26
365,21948,user-d07ae5,1,It's fine. Does what it's supposed to do.,2025-07-06
366,21948,user-37e935,1,Color was slightly different from the picture.,2025-10-02
367,32563,user-e2225e,5,Exceeded my expectations. Fantastic!,2025-03-27
368,32563,user-9e49e7,1,Highly recommend! Will buy again.,2025-03-27
369,32563,user-670ff1,5,Highly recommend! Will buy again.,2025-06-12
370,58980,user-8684ba,5,"A bit smaller than I expected, but still good.",2025-10-29
371,40143,user-9fdadd,5,Very comfortable and well-made.,2025-04-20
372,40143,user-bfc6f7,3,An okay purchase. Nothing special.,2025-03-03
373,10633,user-f14d63,3,Stunning! Looks even better in person.,2025-08-21
374,10633,user-5b1b85,5,"A bit smaller than I expected, but still good.",2025-06-18
375,10633,user-af8afa,4,Highly recommend! Will buy again.,2025-12-04
376,24406,user-ea0bc9,3,Absolutely love this! The quality is amazing.,2025-03-20
377,24406,user-ca8f34,2,Good value for the price.,2025-04-29
378,24406,user-e9fbba,3,Exceeded my expectations. Fantastic!,2025-07-06
379,4716,user-2dba28,5,Exceeded my expectations. Fantastic!,2025-05-20
380,4716,user-ef0551,1,Good value for the price.,2025-02-10
381,21174,user-d8aa51,5,"A bit smaller than I expected, but still good.",2025-06-09
382,21174,user-c7e3b3,5,"Arrived with a small defect, but customer service was great.",2025-06-20
383,15341,user-861661,2,"A bit smaller than I expected, but still good.",2025-02-05
384,52486,user-686383,4,Fast shipping and excellent packaging.,2025-11-17
385,52486,user-3e3049,1,It's fine. Does what it's supposed to do.,2026-01-15
386,52486,user-b10682,4,"A bit smaller than I expected, but still good.",2025-02-15
387,53554,user-c96c64,5,Fast shipping and excellent packaging.,2025-05-10
388,53554,user-ca5b02,3,Absolutely love this! The quality is amazing.,2025-07-06
389,14293,user-9f97a6,4,"Arrived with a small defect, but customer service was great.",2025-10-18
390,14293,user-5241bd,1,"Arrived with a small defect, but customer service was great.",2025-02-28
391,47366,user-4f2db5,3,Fast shipping and excellent packaging.,2025-06-15
392,47366,user-ec5a1d,5,Exceeded my expectations. Fantastic!,2025-06-29
